,f1,f10,f105,f111,f117,f123,f124,f126,f127,f128,f129,f13,f131,f132,f133,f134,f135,f136,f137,f138,f139,f14,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f16,f160,f163,f169,f17,f175,f18,f181,f187,f19,f193,f199,f2,f20,f201,f202,f203,f204,f205,f206,f207,f208,f209,f21,f210,f211,f217,f22,f223,f227,f23,f233,f239,f24,f245,f25,f251,f254,f255,f256,f257,f258,f259,f26,f260,f261,f262,f263,f264,f265,f266,f269,f27,f275,f28,f281,f282,f283,f284,f286,f287,f288,f289,f29,f290,f292,f295,f297,f3,f30,f302,f304,f305,f307,f308,f309,f31,f310,f311,f312,f313,f314,f315,f316,f318,f319,f32,f320,f321,f322,f323,f324,f325,f326,f327,f330,f333,f334,f335,f336,f337,f338,f339,f34,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f35,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f36,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f37,f370,f371,f372,f373,f374,f375,f376,f377,f378,f379,f380,f381,f383,f384,f385,f386,f388,f389,f390,f392,f393,f394,f397,f398,f399,f4,f40,f400,f401,f402,f403,f404,f406,f407,f408,f409,f41,f410,f411,f412,f413,f414,f415,f416,f42,f43,f44,f45,f46,f47,f48,f49,f5,f51,f52,f53,f54,f55,f57,f58,f60,f61,f62,f63,f65,f66,f67,f68,f69,f7,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f91,f92,f93,f94,f98,f99
fid369f,8431,2180,0,0,0,0,21640,8359,3385,0,0,4161,2823,1317,214,0,2672,1010,0,1644,1453,5277,0,10848,3106,0,2819,0,161,4199,11938,0,0,0,639,1552,7688,369,0,2339,1276,0,1853,0,0,119,0,0,8834,0,0,4882,0,0,4753,0,1327,0,0,291,683,0,0,0,0,6455,0,172,0,4146,0,235,7652,0,2280,6622,0,140,0,0,254,0,0,0,0,2300,0,0,0,0,0,0,0,263,142240,0,0,0,16720,1742,9620,24666,6592,1998,0,1992,6924,0,5174,0,0,8760,0,3036,1529,2178,0,2464,17112,0,0,0,6827,0,17270,4702,0,0,6583,2450,2233,3510,4425,0,4029,2838,0,0,6541,0,0,0,0,7300,1306,102,0,0,0,0,0,0,0,0,0,0,30474,0,0,0,0,0,0,0,10404,2776,0,1876,0,15789,2026,1876,147,4781,1455,10929,0,7095,12805,47830,0,8409,0,2528,1640,12230,17479,6516,9558,22227,0,0,4693,4986,3726,0,2382,900,7174,0,1940,3087,3998,2849,805,4070,3631,2159,1826,1948,0,1030,9049,967,134,7450,819,6958,6040,9379,0,0,2309,14136,3209,10585,1259,1148,10342,6565,175,15880,5088,7484,8124,5733,0,1486,0,0,9267,6529,0,689,0,0,525,1107,775,17140,2058,0,0,0,0,5366,5598,10669,3855,7378,1017,6011,3964,0,6265,1192,2228,9385,5435,2584,0,0,4945,1097
fid798f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid1960f,2635,0,0,0,0,0,11475,0,0,0,0,2612,0,1869,0,0,0,0,6907,0,0,0,0,0,0,0,0,0,0,5555,0,0,0,0,6517,0,0,0,0,105,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,2470,0,0,0,0,347,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,70740,0,0,0,0,0,0,2800,0,0,0,0,641,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,4935,3032,0,0,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24690,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,1798,0,366,0,916,0,0,2876,2527,0,91220,0,0,0,0,2672,0,3191,0,0,0,0,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0
fid1916f,306,0,0,0,0,0,0,0,0,0,0,0,6107,0,0,0,0,0,16771,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6625,0,0,0,0,0,0,0,4287,0,0,0,0,0,4358,0,0,0,5138,0,0,341,0,0,0,0,0,0,0,0,0,0,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,5003,0,0,0,0,7509,6358,0,0,0,0,0,0,0,0,706,5305,0,0,0,0,2302,0,886,0,0,0,0,0,102296,0,0,0,0,0,3546,0,0,0,0,0,0,0,0,0,0,0,2680,0,0,2099,0,0,0,0,0,0,0,0,1186,364,0,0,0,2138,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0
fid1960g,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6907,0,0,0,0,0,0,0,0,0,0,5555,0,0,0,0,6517,0,0,0,0,105,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,70740,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,4935,3032,0,0,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24690,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,1798,0,366,0,916,0,0,2876,2527,0,91220,0,0,0,0,2672,0,3191,0,0,0,0,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0
fid1350g,7432,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10964,227,4025,0,1044,0,0,0,200,0,2438,0,47844,0,0,0,190,0,0,0,0,0,0,0,17191,0,0,2191,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,385,0,0,4940,5220,821,6607,0,1228,20627,0,1525,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,333,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,1470,0,0,0,0,0,0,0,0,20847,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,1999,0,0,256,1401,0,30558,1461,0,984,0,805,1517,1375,0,0,0,82903,938
fid1916g,306,0,0,0,0,0,0,0,0,0,0,0,6107,0,0,0,0,0,16771,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6625,0,0,0,0,0,0,0,4287,0,0,0,0,0,4358,0,0,0,5138,0,0,341,0,0,0,0,0,0,0,0,0,0,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,5003,0,0,0,0,7509,6358,0,0,0,0,0,0,0,0,706,5305,0,0,0,0,2302,0,886,0,0,0,0,0,102296,0,0,0,0,0,3546,0,0,0,0,0,0,0,0,0,0,0,2680,0,0,2099,0,0,0,0,0,0,0,0,1186,364,0,0,0,2138,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0
fid956g,49862,1310,0,0,0,0,6545,0,0,0,0,10619,0,0,0,0,0,0,13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,1993,0,0,0,0,0,0,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,34960,0,0,0,0,0,0,0,0,0,7661,0,0,0,0,0,0,0,0,0,7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,0,0,0,338,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,0,0,133,0,445,0,0,0,0,0,0,32402,0,3108,0,927,1539,0,2317,138,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,0,0,0,0,0,0,3556,0,4780,0,0,0,0,0,0,0,0,393,1182,0,0
fid427g,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852,0,0,1198,0,0,2284,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,2695,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,6120,0,0,0,0,0,0,0,0,0,0,0,2515,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860,0,0,0,0,0,0,0,0,0,4163,0,0,0,0,0,0,0,0,0,0,0,0,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid1254g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,889,0,0,0,0,0,0,0,0,0,0,0,10370,2442,4856,0,0,0,0,0,0,0,0,0,41734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6815,0,0,0,0,0,0,766,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123,0,5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid773g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0
fid1116g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,199,0,2658,1387,0,0,0,0,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid970g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,2724,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352,0,0,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,7216,0,0,0,0,4993,0,0,0,0,0,0,0,0,0,0,7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,1747,0,0,13525,0,0,0,0,0,0,0,0,0,5122,0,0,2377,0,0,0,0,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,5443,0,0,0,0,0,3471,0,0,0,0,2255,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,1386
fid369g,8431,2180,0,0,0,0,21640,8359,3385,0,0,4161,2823,1317,214,0,2672,1010,0,1644,1453,5277,0,10848,3106,0,2819,0,161,4199,11938,0,0,0,639,1552,7688,369,0,2339,1276,0,1853,0,0,119,0,0,8834,0,0,4882,0,0,4753,0,1327,0,0,291,683,0,0,0,0,6455,0,172,0,4146,0,235,7652,0,2280,6622,0,140,0,0,254,0,0,0,0,2300,0,0,0,0,0,0,0,263,142240,0,0,0,16720,1742,9620,24666,6592,1998,0,1992,6924,0,5174,0,0,8760,0,3036,1529,2178,0,2464,17112,0,0,0,6827,0,17270,4702,0,0,6583,2450,2233,3510,4425,0,4029,2838,0,0,6541,0,0,0,0,7300,1306,102,0,0,0,0,0,0,0,0,0,0,30474,0,0,0,0,0,0,0,10404,2776,0,1876,0,15789,2026,1876,147,4781,1455,10929,0,7095,12805,47830,0,8409,0,2528,1640,12230,17479,6516,9558,22227,0,0,4693,4986,3726,0,2382,900,7174,0,1940,3087,3998,2849,805,4070,3631,2159,1826,1948,0,1030,9049,967,134,7450,819,6958,6040,9379,0,0,2309,14136,3209,10585,1259,1148,10342,6565,175,15880,5088,7484,8124,5733,0,1486,0,0,9267,6529,0,689,0,0,525,1107,775,17140,2058,0,0,0,0,5366,5598,10669,3855,7378,1017,6011,3964,0,6265,1192,2228,9385,5435,2584,0,0,4945,1097
fid1420g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,706,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,0,0,0,0,0,0,0,0,0,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,517,0,0,0,0,0,0,0,0,0,0,5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,2207,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid914g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid47s,20330,1310,0,0,0,0,6545,0,0,0,0,10619,0,0,0,0,0,0,13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,1993,0,0,0,0,0,0,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,23450,0,0,0,0,0,0,0,0,0,7661,0,0,0,0,0,0,0,0,0,7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,0,0,0,338,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,3108,0,927,1539,0,2317,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,0,0,0,0,0,0,3556,0,4780,0,0,0,0,0,0,0,0,393,1182,0,0
fid369s,1714,2180,0,0,0,0,0,2427,3385,0,0,2294,2823,1317,0,0,2672,0,0,1644,0,5277,0,2128,3106,0,2819,0,161,3854,1428,0,0,0,0,0,7688,369,0,2339,1276,0,1704,0,0,119,0,0,3951,0,0,3439,0,0,613,0,513,0,0,291,683,0,0,0,0,5808,0,172,0,3291,0,235,7509,0,0,1166,0,140,0,0,254,0,0,0,0,2300,0,0,0,0,0,0,0,125,16180,0,0,0,5680,0,5466,13428,1948,0,0,0,5202,0,2187,0,0,1069,0,2402,0,1133,0,271,12450,0,0,0,3980,0,17270,2869,0,0,2628,1397,0,3510,2676,0,2213,0,0,0,2395,0,0,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,3695,0,0,0,0,0,0,0,5643,0,0,343,0,372,0,1876,147,4781,356,5365,0,1782,6144,15600,0,6568,0,2528,0,12230,11268,3682,5126,10094,0,0,4117,4986,3726,0,2382,494,7174,0,1940,1080,2148,2849,805,3796,3631,2159,0,0,0,1030,7003,0,134,4185,0,6958,4200,7418,0,0,877,2010,3209,0,1259,130,872,0,0,15880,1417,4035,7212,3456,0,1486,0,0,3018,6529,0,689,0,0,0,1107,775,14150,0,0,0,0,0,5366,3888,6376,3855,1434,1017,2308,0,0,3619,1192,0,5303,5435,459,0,0,3146,1097
fid427s,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,2284,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,2695,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,6120,0,0,0,0,0,0,0,0,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid773s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0
fid798s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fid888s,6717,0,0,0,0,0,19120,5932,0,0,0,0,0,0,214,0,0,1010,0,0,1453,0,0,8720,0,0,0,0,0,345,1062,0,0,0,639,1552,0,0,0,0,0,0,149,0,0,0,0,0,1643,0,0,1443,0,0,2045,0,814,0,0,0,0,0,0,0,0,647,0,0,0,855,0,0,143,0,2280,5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,121685,0,0,0,7330,0,4154,1841,4644,1998,0,1992,0,0,0,0,0,4516,0,0,1529,0,0,2193,4662,0,0,0,0,0,0,1833,0,0,0,1053,0,0,0,0,1816,143,0,0,4146,0,0,0,0,7300,0,102,0,0,0,0,0,0,0,0,0,0,26779,0,0,0,0,0,0,0,4761,2776,0,0,0,11268,0,0,0,0,1099,2328,0,549,6661,27605,0,1841,0,0,1640,0,6211,2834,0,12133,0,0,576,0,0,0,0,406,0,0,0,1190,1850,0,0,172,0,0,1826,1948,0,0,1348,967,0,0,0,0,790,0,0,0,0,12126,0,10585,0,381,7415,2931,175,0,3671,3449,912,2277,0,0,0,0,2391,0,0,0,0,0,0,0,0,2990,2058,0,0,0,0,0,1710,0,0,2682,0,3703,3964,0,2646,0,1953,0,0,2125,0,0,0,0
